track_id,track_name,artists,album_name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre,mood,energy_valence,energy_minus_valence,dance_energy,acoustic_energy,mood_score
spotify:track:KNkfHssNjyn2k5GJ79vbDK,Thinking Out Loud,Ed Sheeran,X,65.0,0.808,0.6835,5.0,-4.039,1.0,0.089,0.15,0.071,0.133,0.516,88.561,4.0,pop,energetic,0.352686,0.16749999999999998,0.552268,0.047474999999999996,0.65385
spotify:track:vfxbbSKeUUtphVk7xTsmLH,Afraid,The Neighbourhood,#000000 & #FFFFFF,101.0,0.666,0.687,0.0,-8.575,0.0,0.05,0.168,0.085,0.273,0.735,134.683,4.0,indie,happy,0.504945,-0.04799999999999993,0.45754200000000006,0.05258399999999999,0.6999
spotify:track:iS2Tb9F1fY69M0NBtVlJ1g,Fix You,Coldplay,X&Y,76.0,0.58,0.727,6.0,-4.815,0.0,0.052,0.029,0.025,0.24,0.404,156.83,4.0,rock,angry,0.293708,0.32299999999999995,0.42166,0.007917,0.5537000000000001
spotify:track:6tEYLvsWwdNAWmiw7eT2My,Electric Shadow,Drew Woods,The Shadow Diaries,74.0,0.557,0.6835,4.0,-6.305,0.0,0.077,0.09,0.123,0.053,0.388,147.931,4.0,rock,energetic,0.265198,0.2955,0.38070950000000003,0.028485,0.52735
spotify:track:03h8FWrmff9k33FbBzfkRp,Swan Lake,Pyotr Tchaikovsky,Swan Lake Ballet,45.0,0.2570000000000001,0.469,5.0,-11.888625,0.0,0.038,0.494125,0.1365,0.092,0.142,98.263,4.0,classical,sad,0.06659799999999999,0.32699999999999996,0.12053300000000004,0.262380375,0.2746
spotify:track:x9LbYvcVjgmoaOnMnj4qMl,Dakiti,"Bad Bunny, Jhay Cortez",El Último Tour Del Mundo,71.0,0.82,0.676,2.0,-4.438,0.0,0.12,0.182,0.027,0.163,0.624,91.235,4.0,latin,happy,0.42182400000000003,0.052000000000000046,0.55432,0.05896799999999999,0.6984
spotify:track:l3tlBOp1kBvyjvKgbR9by8,Mood,"24kGoldn, iann dior",El Dorado,71.0,0.691,0.643,8.0,-7.035,0.0,0.067,0.184,0.1365,0.13,0.544,100.23,4.0,pop,energetic,0.34979200000000005,0.09899999999999998,0.44431299999999996,0.065688,0.6177999999999999
spotify:track:plqkwKcj5FSWXEaiSIrRgg,Distant Dream,Drew Rivers,The Dream Collection,85.0,0.769,0.72,5.0,-3.868,1.0,0.114,0.139,0.014,0.172,0.844,119.183,4.0,pop,happy,0.60768,-0.124,0.55368,0.03892000000000001,0.7843
spotify:track:xgJ3I5TYm0kffeidBUGZT3,Midnight Rain,Taylor Swift,Midnights,74.0,0.812,0.72,7.0,-4.066,0.0,0.117,0.211,0.03,0.163,0.669,108.277,4.0,pop,happy,0.48168,0.050999999999999934,0.58464,0.05908,0.7272000000000001
spotify:track:3dI6APiT5m7DZIyvy6PwoY,Seven Nation Army,The White Stripes,Elephant,67.0,0.368,0.892,2.0,-6.343,0.0,0.084,0.033,0.03,0.333,0.332,157.801,4.0,rock,angry,0.296144,0.56,0.328256,0.0035639999999999995,0.5107999999999999
spotify:track:cNzHeAVzDI2wf7i7sIta4S,Golden Storm,Taylor Cross,Your Storm EP,79.0,0.758,0.848,2.0,-4.821,0.0,0.152,0.071,0.035,0.0,0.702,102.606,4.0,hiphop,happy,0.5952959999999999,0.14600000000000002,0.642784,0.010792000000000001,0.7626
spotify:track:T5NB63wB95aWKOeDlDs7a1,Symphony No. 5,Ludwig van Beethoven,Beethoven Symphonies,45.0,0.2570000000000001,0.3321249999999998,10.0,-11.888625,0.0,0.057,0.494125,0.1365,0.226,0.176,79.698,4.0,classical,sad,0.05845399999999996,0.1561249999999998,0.08535612499999998,0.3300137343750001,0.24713749999999998
spotify:track:iq0RR7LlfSZP0gnMthh9Sk,Fire and Rain,James Taylor,Sweet Baby James,45.0,0.258,0.3321249999999998,1.0,-10.045,0.0,0.066,0.494125,0.001,0.34,0.254,113.759,4.0,folk,sad,0.08435974999999994,0.07812499999999978,0.08568824999999995,0.3300137343750001,0.2786375
spotify:track:VlNtHch6JNj9wDyw8NNBva,Gold Rush,Tre Vibe,All Gold Everything EP,73.0,0.718,0.608,4.0,-8.428,0.0,0.199,0.073,0.017,0.093,0.364,83.217,12.45,hiphop,energetic,0.22131199999999998,0.244,0.436544,0.028616,0.5433999999999999
spotify:track:Pl9x8fGlU5Jc7ACp191EZQ,Distant Soul,Jordan Banks,Soul,78.0,0.917,0.6835,6.0,-8.581,1.0,0.199,0.126,0.029,0.058,1.0,99.833,4.0,hiphop,happy,0.6835,-0.3165,0.6267695,0.039879,0.88015
spotify:track:NCAIZMx2aj9N9KCtwN4KpH,Rising Storm,Taylor Woods,Our Storm EP,70.0,0.634,0.69,11.0,-3.114,1.0,0.05,0.136,0.079,0.25,0.5605,153.35,4.0,rock,motivational,0.38674499999999995,0.12949999999999995,0.43745999999999996,0.04216000000000001,0.6214000000000001
spotify:track:Kzqj4kStjEDvVyZ11OolAw,Dark Heart,Morgan Cole,The Heart Diaries,76.0,0.712,0.552,8.0,-7.697,0.0,0.096,0.494125,0.022,0.169,0.5605,106.04,4.0,pop,happy,0.309396,-0.008499999999999952,0.39302400000000004,0.22136799999999998,0.6034
spotify:track:FlUXSYF348jKXISeDaaeEP,Electric River,Skylar Ray,River Collection,75.0,0.609,0.537,10.0,-6.007,0.0,0.086,0.285,0.016,0.117,0.537,142.441,4.0,pop,relaxed,0.28836900000000004,0.0,0.327033,0.131955,0.5586
spotify:track:S90GXWSrBzYA1w84uz3wOx,Glass Animals - Heat Waves,Glass Animals,Dreamland,73.0,0.616,0.567,0.0,-3.395,1.0,0.091,0.065,0.005,0.175,0.513,132.779,4.0,pop,chill,0.290871,0.05399999999999994,0.34927199999999997,0.028145000000000003,0.5600999999999999
spotify:track:L64ZOtItkKWoC2PhD9poBq,Dark Storm,Riley Stone,Storm Diaries,77.0,0.692,0.554,2.0,-6.193,1.0,0.09,0.239,0.013,0.171,0.713,126.516,12.331,pop,happy,0.395002,-0.15899999999999992,0.383368,0.10659399999999998,0.659
spotify:track:qTUnC6gPnM31NHnUKRHwAC,Lost River,Jamie Banks,River Chronicles,82.0,0.661,0.531,10.0,-4.288,0.0,0.114,0.349,0.031,0.062,0.471,99.57,4.0,pop,relaxed,0.250101,0.06000000000000005,0.35099100000000005,0.163681,0.546
spotify:track:IssGlL5YcwsGZ5zkvbo7Ie,Broken River,Alex Cole,Your River Collection,81.0,0.695,0.678,5.0,-4.529,1.0,0.079,0.062,0.019,0.17,0.815,103.86,4.0,pop,happy,0.55257,-0.1369999999999999,0.47121,0.019963999999999996,0.7379
spotify:track:eYpxs058h4kpFa1LQUcU2R,Leave The Door Open,"Bruno Mars, Anderson Paak",An Evening with Silk Sonic,74.0,0.835,0.648,10.0,-3.506,0.0,0.079,0.334,0.011,0.064,0.776,118.515,4.0,pop,happy,0.5028480000000001,-0.128,0.54108,0.117568,0.7553000000000001
spotify:track:xj9AsyEHLCVoPSldHEPhet,Neon Shadow,Chris Ray,Our Shadow Diaries,84.0,0.861,0.647,11.0,-7.127,1.0,0.199,0.08,0.002,0.23,0.594,90.805,4.0,hiphop,happy,0.384318,0.05300000000000005,0.557067,0.028239999999999998,0.69
spotify:track:SzE9oBZXdnrF0nU8834O3q,City Lights,The Neons,Downtown EP,82.0,0.72,0.595,0.0,-6.318,0.0,0.079,0.237,0.009,0.22,0.816,129.221,4.0,pop,happy,0.48551999999999995,-0.22099999999999997,0.42839999999999995,0.095985,0.7209
spotify:track:yHe9ZVza8U5cXiKbRoqnr6,On Sight,Remy Blaze,Street Gospel,76.0,0.895,0.583,9.0,-8.373,0.0,0.105,0.141,0.004,0.2,0.339,100.117,4.0,hiphop,chill,0.197637,0.24399999999999994,0.5217849999999999,0.058797,0.579
spotify:track:TvefeTB6f7NVDe2odh0a2t,Creepin,"Metro Boomin, The Weeknd",Heroes & Villains,66.0,0.779,0.628,4.0,-6.832,0.0,0.08,0.0,0.025,0.203,0.58,123.514,4.0,pop,happy,0.36423999999999995,0.04800000000000004,0.48921200000000004,0.0,0.6541
spotify:track:scPyYlj6amy1oznvupv0Fg,King of Anything,Sara Bareilles,Kaleidoscope Heart,62.0,0.398,0.64,4.0,-7.45,0.0,0.039,0.383,0.029,0.248,0.561,125.023,5.0,indie,happy,0.35904,0.07899999999999996,0.25472,0.13788,0.5358
spotify:track:obIuA2rGRIaUBp678HeeqH,Nonstop,Drake,Scorpion,73.0,0.853,0.808,2.0,-3.807,0.0,0.199,0.028,0.038,0.209,0.48,96.78,4.0,hiphop,angry,0.38784,0.32800000000000007,0.6892240000000001,0.005375999999999999,0.6902999999999999
spotify:track:8kdXHLWxD0RiQw5qM3jAUm,Crystal Wave,Riley Cross,A Wave Chronicles,68.0,0.516,0.8,6.0,-2.955,0.0,0.039,0.139,0.048,0.163,0.42,133.157,4.0,rock,angry,0.336,0.38000000000000006,0.41280000000000006,0.027799999999999995,0.5628
spotify:track:4Mm2SqJD3dAXhq3GvNJGOy,Rockabye,"Clean Bandit, Sean Paul, Anne-Marie",Rather Be,64.0,0.685,0.6835,7.0,-1.3,0.0,0.095,0.072,0.1365,0.198,0.6,136.283,4.0,electronic,happy,0.41009999999999996,0.08350000000000002,0.46819750000000004,0.022788,0.65055
spotify:track:H4PhvHSSNtjNS5nzCcmeWm,Mob Ties,Drake,Scorpion,85.0,0.739,0.667,8.0,-11.888625,0.0,0.199,0.024,0.03,0.067,0.302,101.706,4.0,hiphop,energetic,0.201434,0.36500000000000005,0.49291300000000005,0.007991999999999999,0.5426
spotify:track:Z5x0pNcrCD2J9HsRUTOdZ5,Rising Star,Casey Banks,Star Diaries,64.0,0.672,0.673,4.0,-7.061,1.0,0.041,0.139,0.1365,0.306,0.513,102.03,4.0,rock,energetic,0.34524900000000003,0.16000000000000003,0.45225600000000005,0.045453,0.6087
spotify:track:AGA81MoobmwLScdBKJr7d1,Fading Dream,Chris Chase,Dream EP,70.0,0.565,0.503,4.0,-2.123,0.0,0.106,0.263,0.03,0.163,0.684,130.655,4.0,pop,happy,0.344052,-0.18100000000000005,0.284195,0.130711,0.594
spotify:track:Y0L0Oc8IWs9QX5R97okP36,Despacito,"Luis Fonsi, Daddy Yankee",Vida,80.0,0.87,0.649,3.0,-5.677,0.0,0.046,0.179,0.018,0.204,0.627,102.358,5.0,latin,happy,0.40692300000000003,0.02200000000000002,0.56463,0.062829,0.7065
spotify:track:FkkaKC7Op2x2IWgEccBkAb,Paranoid,Black Sabbath,Paranoid,45.0,0.2570000000000001,0.865,9.0,-2.797,0.0,0.054,0.043,0.1365,0.107,0.5605,169.959,3.0,metal,motivational,0.4848325,0.3045,0.22230500000000009,0.005805,0.5608000000000001
spotify:track:nZVoUkr0bSIwKQe8vCVcK5,Distant Soul,Morgan Blake,A Soul,88.0,0.758,0.733,8.0,-7.753,0.0,0.058,0.062,0.013,0.087,0.469,106.895,4.0,pop,energetic,0.343777,0.264,0.5556139999999999,0.016554,0.6349
spotify:track:5jekciyK7EGyvXeoFy34nA,Midnight Star,Sam Ray,Star Diaries,75.0,0.667,0.702,6.0,-6.1,1.0,0.081,0.321,0.015,0.239,0.488,129.076,5.0,pop,angry,0.342576,0.21399999999999997,0.468234,0.09565800000000002,0.6059
spotify:track:MGSpsZtpowhBi36TrI1XkD,No Air,"Jordan Sparks, Chris Brown",Jordan Sparks,68.0,0.816,0.648,3.0,-5.677,1.0,0.08,0.213,0.019,0.058,0.591,118.753,3.0,rnb,happy,0.382968,0.05700000000000005,0.528768,0.07497599999999999,0.6756
spotify:track:aZUbKy5T1ebhBb7v7LflaP,Summertime,"Ella Fitzgerald, Louis Armstrong",Porgy and Bess,45.0,0.574,0.3321249999999998,1.0,-11.888625,1.0,0.074,0.494125,0.1365,0.165,0.482,105.501,4.0,jazz,chill,0.1600842499999999,-0.1498750000000002,0.19063974999999986,0.3300137343750001,0.4646374999999999
spotify:track:uNwEngMwV7oJGPKJvE6mci,Heartbreak Anniversary,Giveon,When It's All Said and Done,80.0,0.724,0.738,7.0,-2.081,1.0,0.059,0.34,0.016,0.138,0.797,127.15,4.0,pop,happy,0.588186,-0.05900000000000005,0.534312,0.08908,0.7574
spotify:track:DJJyhd5nB0xaywYKmdkr8u,Levels,Avicii,True,65.0,0.867,0.93,3.0,-4.253,0.0,0.053,0.03,0.1365,0.055,0.701,133.051,4.0,electronic,happy,0.65193,0.2290000000000001,0.8063100000000001,0.0020999999999999986,0.8195
spotify:track:ywlsLbz1bLKEDP3dgeGe3U,Moonlight Sonata,Ludwig van Beethoven,Piano Sonatas,45.0,0.274,0.351,6.0,-11.888625,0.0,0.054,0.494125,0.03,0.3658749999999999,0.649,77.012,4.0,classical,chill,0.227799,-0.29800000000000004,0.096174,0.320687125,0.4471
spotify:track:UHOie9wvvi302lGD6x7u8w,Fading Night,Jordan Cole,The Night Collection,88.0,0.582,0.72,1.0,-7.058,0.0,0.056,0.166,0.025,0.197,0.792,140.549,4.0,pop,happy,0.57024,-0.07200000000000006,0.41903999999999997,0.04648000000000001,0.7074
spotify:track:Mfld0trgi9dX7chhp1qxQe,Lavender Haze,Taylor Swift,Midnights,82.0,0.837,0.598,7.0,-2.106,1.0,0.099,0.253,0.035,0.148,0.534,142.074,4.0,pop,chill,0.319332,0.06399999999999995,0.5005259999999999,0.101706,0.6441
